"","de.se","de.sd","du.se","du.sd","nor.se","nor.sd","probe"
"32",0.00352263253125475,0.191619553576357,0.00202848637360788,0.108841101200884,0.00224244869721579,0.144720488200256,"CNSL_probe_31"
"33",0.00359641919345296,0.197803055639913,0.00228971762308692,0.122537335765521,0.00222456908616493,0.142684908610064,"CNSL_probe_32"
"34",0.00356189815524567,0.195450540311812,0.00214218994332834,0.114882113570749,0.00224561625064919,0.14406989030592,"CNSL_probe_33"
"35",0.00357367231981628,0.195346225819876,0.00213489150473516,0.115066493150513,0.00225077487086021,0.144295560237679,"CNSL_probe_34"
"36",0.00351667477006223,0.191876427114155,0.00204309820460199,0.10973929122914,0.00223038657030914,0.143526718877485,"CNSL_probe_35"
"37",0.00356109281395822,0.19534144088529,0.00225263603409333,0.120131202134834,0.00223055198035651,0.143693259650028,"CNSL_probe_36"
"38",0.00349677017916727,0.190469684732519,0.00200623949969583,0.108448333458234,0.00224896109104365,0.144249423287797,"CNSL_probe_37"
"39",0.003528071976113,0.192109917470441,0.00205005740151068,0.109366287331357,0.00225002258383384,0.14567918871129,"CNSL_probe_38"
"40",0.00346003491353024,0.187161984734972,0.00184569646332471,0.0990504661878001,0.00223979308663342,0.145103331728451,"CNSL_probe_39"
"41",0.0034709528889724,0.188680692558384,0.00189238154164145,0.101784798237395,0.00222310529109343,0.143299787498517,"CNSL_probe_40"
"42",0.00338935401805221,0.182459350190041,0.00143789151756912,0.0775928684316897,0.00223084588204136,0.144454807307067,"CNSL_probe_41"
"43",0.0034242431123162,0.185605348364253,0.0017506003790036,0.0931444436120862,0.00221312383634398,0.144006184120281,"CNSL_probe_42"
"44",0.00341418474930693,0.184429191268636,0.00159880254024404,0.085949578452581,0.00222520482027901,0.144123889708644,"CNSL_probe_43"
"45",0.00344937080139757,0.18684003395289,0.00166238699376852,0.0890269932262205,0.00224512328608455,0.145517939002,"CNSL_probe_44"
"46",0.00343996800624815,0.186298961886007,0.00159500669511938,0.0857158438119212,0.00220555924419889,0.142629954028545,"CNSL_probe_45"
"47",0.00549002488806796,0.359711860320177,0.00554428733830829,0.295724199796481,0.0027090799627993,0.145005387180851,"CNSL_probe_46"
"48",0.00348115779558686,0.189619275461644,0.00175266024461411,0.0934679100097809,0.00220104139232269,0.14250786932422,"CNSL_probe_47"
"49",0.00333558592628103,0.179967148490605,0.00145755243500195,0.0789100096590191,0.00221403014638496,0.14281781613003,"CNSL_probe_48"
"50",0.00342056246240401,0.18562658500836,0.00160212412940555,0.0860983355515996,0.00219509554094998,0.141749473682821,"CNSL_probe_49"
"51",0.00342310774980329,0.185859305211276,0.00157530625061492,0.084978975453867,0.00222573729927714,0.143296694127102,"non_CNSL_probe_0"
"52",0.00342672928609497,0.185233657470042,0.00143332119659506,0.0776113980124614,0.00223046573739153,0.143670391021101,"non_CNSL_probe_1"
"53",0.00351081960771398,0.191138254146788,0.00176573189480707,0.0943799802301123,0.00222172562130405,0.143675407524923,"non_CNSL_probe_2"
"54",0.00337711102507116,0.182019705344735,0.00138788456806024,0.0752407541479315,0.00222676336235568,0.14360465808655,"non_CNSL_probe_3"
"55",0.00337961156044994,0.18180928145403,0.00133326375826295,0.0719962429461992,0.00223821536240078,0.144932006056583,"non_CNSL_probe_4"
"56",0.00351224988708418,0.191924451850717,0.00177739049309495,0.0950197678686432,0.00222163883119337,0.143274175486622,"non_CNSL_probe_5"
"57",0.0033901853536196,0.182818711778516,0.00137520586990139,0.0744010523941503,0.00221622474976197,0.14307957969464,"non_CNSL_probe_6"
"58",0.00344283585675633,0.186263465397624,0.00159477818438867,0.0852721795822784,0.00223924615127907,0.145413134777497,"non_CNSL_probe_7"
"59",0.00339313922827018,0.183417929192128,0.00146479792058847,0.0790583884100288,0.00222966233967784,0.14394711116566,"non_CNSL_probe_8"
"60",0.00338845329268855,0.182882329881375,0.0013995699375383,0.0755249229148732,0.00219974715272524,0.1421860475753,"non_CNSL_probe_9"
"61",0.003419190428539,0.184667939597942,0.00144094194995002,0.0777174147948375,0.00222857931526537,0.14403244494911,"non_CNSL_probe_10"
"62",0.00346481814112331,0.188219688078505,0.00167855108928697,0.0904550608708114,0.00222662553471886,0.143405747986906,"non_CNSL_probe_11"
"63",0.00348713463808321,0.18878897346364,0.00166025226032582,0.0890984859332688,0.00223468734085523,0.144686298341271,"non_CNSL_probe_12"
"64",0.00337996320315985,0.182298809650433,0.00135839693272513,0.073617093261147,0.00222062998765781,0.143174677169002,"non_CNSL_probe_13"
"65",0.00341567760843406,0.184478214788952,0.0015729036622598,0.0846304027493788,0.0022144038231073,0.143355926863528,"non_CNSL_probe_14"
"66",0.00346944106101763,0.187702853666338,0.0015027416498518,0.0811202157695897,0.00223358863906391,0.144096764654893,"non_CNSL_probe_15"
"67",0.00339958764921595,0.182947096590506,0.00141773502834603,0.0767936171794141,0.00223925120089514,0.144652854484743,"non_CNSL_probe_16"
"68",0.00338898899857428,0.183130881018947,0.00142522584771886,0.0771072210281009,0.0022237209599885,0.143356721074388,"non_CNSL_probe_17"
"69",0.00337539271144,0.183050879779084,0.00146833720350504,0.0791132672672597,0.00222140551075409,0.143259128579315,"non_CNSL_probe_18"
"70",0.00342760947578647,0.184709673570518,0.00149454234073594,0.0810091581405813,0.00225850270063048,0.145686554428576,"non_CNSL_probe_19"
"71",0.00340358482233971,0.184359971827279,0.00155262038507665,0.0835246274705261,0.00222678821307882,0.143882227843333,"non_CNSL_probe_20"
"72",0.00340156386340232,0.183337665694524,0.00142476243465018,0.0770689810100458,0.00223160794491303,0.144141835740361,"non_CNSL_probe_21"
"73",0.00348086142753169,0.18966702546417,0.00179132883674507,0.0952946534378138,0.00222848549225844,0.144491122443642,"non_CNSL_probe_22"
"74",0.00348384374475148,0.190148944781551,0.00185576246997884,0.0984079184724956,0.00218667550091114,0.141915071544048,"non_CNSL_probe_23"
"75",0.00344225177733559,0.186263675713256,0.00155046340635381,0.0833797646415903,0.00221390453968919,0.143186747149701,"non_CNSL_probe_24"
"76",0.00340307126519321,0.183986285541017,0.00143108339841218,0.0775034392797362,0.00224566338267726,0.144614445009306,"non_CNSL_probe_25"
"77",0.0034235539208762,0.185662709723684,0.00164653168309094,0.088622569880219,0.00224272562513739,0.144738360245249,"non_CNSL_probe_26"
"78",0.00340465141281185,0.183630371848433,0.00142415369883873,0.0767855285471288,0.00222270239672303,0.143824475278708,"non_CNSL_probe_27"
"79",0.0034014075042086,0.183864875205419,0.00140397910593294,0.0762168003212172,0.00222471675550931,0.143040810369055,"non_CNSL_probe_28"
"80",0.00337207083112154,0.181340927558484,0.00143583476327104,0.0771619258306974,0.00222787977167459,0.144777906028256,"non_CNSL_probe_29"
"81",0.00343967702027966,0.186441917430823,0.00152798867363422,0.0819577573246891,0.00221598599929693,0.143406999336668,"non_CNSL_probe_30"
"82",0.00336551466602025,0.18164428138933,0.00133120626566683,0.0722907514765384,0.00221919225172825,0.142806357735891,"non_CNSL_probe_31"
"83",0.00336659043902649,0.182293955555064,0.00147195075111967,0.0797981958525895,0.00222462377215162,0.143000228087002,"non_CNSL_probe_32"
"84",0.00340094066729836,0.183051504590745,0.00134873426370522,0.0730809890393899,0.00223447359075589,0.144292332401502,"non_CNSL_probe_33"
"85",0.00338841579982926,0.182282913528803,0.00138914280128454,0.0751036943329703,0.00222829503983565,0.14416913925023,"non_CNSL_probe_34"
"86",0.00340278363151699,0.183655770010707,0.00140433010358477,0.0759507629422879,0.00222443169612277,0.143557728402307,"non_CNSL_probe_35"
"87",0.0034079949049485,0.183367861804866,0.00142204130394956,0.0772758755454712,0.00222366488448897,0.143335858491189,"non_CNSL_probe_36"
"88",0.00341089832368008,0.184630133529814,0.00150833348334594,0.0814918954822619,0.00224852127028918,0.14492064100336,"non_CNSL_probe_37"
"89",0.00341314569139866,0.184688716383455,0.00151662008593408,0.0815456594694326,0.00221787448782939,0.143460652960701,"non_CNSL_probe_38"
"90",0.00337580348487679,0.181792581225605,0.00131924204944313,0.0714098787571119,0.00223925143866732,0.144652869844531,"non_CNSL_probe_39"
"91",0.00341043215376508,0.183625724317932,0.00140100836046592,0.0758487863639601,0.00223125736718191,0.144136462726448,"non_CNSL_probe_40"
"92",0.00346177185567373,0.187671461375936,0.00171686570435816,0.0918964296427534,0.00220049149662357,0.142591169815548,"non_CNSL_probe_41"
"93",0.0033967787777845,0.183677494905243,0.00150961198203988,0.0813791480991367,0.00220613729419826,0.142513737120452,"non_CNSL_probe_42"
"94",0.00336675458301859,0.180961101411208,0.00133812034529843,0.0724441103021368,0.00223045079752481,0.144256894843294,"non_CNSL_probe_43"
"95",0.00338480113422413,0.184215294596952,0.00152179611414562,0.0818381145339932,0.00224402808930852,0.144543979155819,"non_CNSL_probe_44"
"96",0.00340469347771797,0.183316740441912,0.00140365033609849,0.0753408582406035,0.00223580594888052,0.145292985591019,"non_CNSL_probe_45"
"97",0.00345925025952754,0.186991595827719,0.00156565316046478,0.0841092426387758,0.00222442019005623,0.144073070135246,"non_CNSL_probe_46"
"98",0.00344640788812629,0.186488567011924,0.00162876100533524,0.0874540012534554,0.00223015598929357,0.144392913010825,"non_CNSL_probe_47"
"99",0.00339578943203973,0.182868857418596,0.00140754664618421,0.0762027607231623,0.00223810388650027,0.144561415240148,"non_CNSL_probe_48"
"100",0.00339817597748347,0.183186586638559,0.00142829624781941,0.0772997307396737,0.00221036159472725,0.142701054114984,"non_CNSL_probe_49"
